43584440.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43594412.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43604072.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43613916.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43624020.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43633888.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43643840.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43654036.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43664012.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43674588.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43684192.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43694600.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43704904.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43715032.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43725640.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43734488.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43743072.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43753204.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43763212.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43773236.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43781868.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43791932.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43801960.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43812008.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43822028.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43831456.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43841716.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43851764.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43861880.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43871908.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43881560.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43891736.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43901896.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43911924.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43921952.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43931568.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43941648.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43951672.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43961716.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43971780.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43981684.0,0.42,-0.07,0.44,0.83,-0.27,0.77
43991612.0,0.42,-0.07,0.44,0.83,-0.27,0.77
44001532.0,0.42,-0.07,0.44,0.83,-0.27,0.77
44011620.0,0.42,-0.07,0.44,0.83,-0.27,0.77
44021632.0,0.42,-0.07,0.44,0.83,-0.27,0.77
44031524.0,0.42,-0.07,0.44,0.83,-0.27,0.77
