22240732.0,0.26,-0.19,0.32,0.55,-0.38,0.56
22251320.0,0.27,-0.19,0.32,0.56,-0.38,0.56
22261556.0,0.27,-0.19,0.32,0.5700000000000001,-0.39,0.56
22270232.0,0.27,-0.19,0.32,0.5700000000000001,-0.39,0.56
22279068.0,0.27,-0.2,0.32,0.5800000000000001,-0.4,0.5700000000000001
22290352.0,0.27,-0.2,0.32,0.5800000000000001,-0.4,0.5700000000000001
22301028.0,0.28,-0.2,0.31,0.5900000000000001,-0.4,0.56
22311600.0,0.28,-0.2,0.31,0.6000000000000001,-0.41000000000000003,0.56
22320248.0,0.28,-0.2,0.32,0.6000000000000001,-0.41000000000000003,0.5700000000000001
22328892.0,0.29,-0.2,0.31,0.61,-0.41000000000000003,0.56
22340356.0,0.29,-0.2,0.31,0.62,-0.41000000000000003,0.56
22351204.0,0.29,-0.2,0.31,0.62,-0.41000000000000003,0.56
22361812.0,0.3,-0.2,0.31,0.63,-0.41000000000000003,0.56
22370432.0,0.3,-0.2,0.31,0.64,-0.41000000000000003,0.5700000000000001
22379048.0,0.3,-0.2,0.31,0.64,-0.41000000000000003,0.5700000000000001
22390520.0,0.3,-0.2,0.31,0.64,-0.41000000000000003,0.5700000000000001
22401348.0,0.31,-0.2,0.31,0.6599999999999999,-0.41000000000000003,0.5700000000000001
22411916.0,0.31,-0.2,0.31,0.6599999999999999,-0.42000000000000004,0.5700000000000001
22420548.0,0.31,-0.2,0.31,0.6599999999999999,-0.42000000000000004,0.5700000000000001
22429284.0,0.31,-0.21,0.31,0.6699999999999999,-0.43,0.5700000000000001
22440748.0,0.31,-0.21,0.31,0.6699999999999999,-0.43,0.5700000000000001
22451620.0,0.32,-0.21,0.31,0.6799999999999999,-0.43,0.5700000000000001
22462188.0,0.32,-0.21,0.32,0.6799999999999999,-0.43,0.5800000000000001
22470840.0,0.32,-0.21,0.32,0.69,-0.43,0.5800000000000001
22479468.0,0.32,-0.21,0.32,0.69,-0.43,0.5800000000000001
22490964.0,0.32,-0.21,0.32,0.69,-0.43,0.5800000000000001
22501748.0,0.33,-0.21,0.32,0.7,-0.43,0.5800000000000001
22512340.0,0.33,-0.21,0.32,0.7,-0.43,0.5800000000000001
22520976.0,0.33,-0.21,0.32,0.71,-0.43,0.5800000000000001
22529720.0,0.33,-0.21,0.32,0.71,-0.43,0.5800000000000001
22541156.0,0.33,-0.21,0.32,0.71,-0.43,0.5800000000000001
22551996.0,0.34,-0.21,0.32,0.72,-0.43,0.5800000000000001
22562592.0,0.34,-0.21,0.32,0.72,-0.43,0.5800000000000001
