23162012.0,0.1,-0.22,0.25,0.1,-0.24,0.7,0.23,-0.12,0.25,0.0,0.0,0.0
23180976.0,0.11,-0.22,0.25,0.11,-0.24,0.7,0.23,-0.12,0.25,0.0,0.0,0.0
23198900.0,0.11,-0.22,0.26,0.11,-0.24,0.71,0.23,-0.12,0.25,0.0,0.0,0.0
23218092.0,0.11,-0.22,0.26,0.11,-0.24,0.71,0.23,-0.12,0.25,0.0,0.0,0.0
23237260.0,0.11,-0.22,0.26,0.11,-0.24,0.71,0.24,-0.12,0.26,0.0,0.0,0.0
23257948.0,0.12,-0.22,0.26,0.12,-0.24,0.71,0.24,-0.13,0.26,0.0,0.0,0.0
23275776.0,0.12,-0.22,0.26,0.12,-0.24,0.71,0.24,-0.13,0.26,0.0,0.0,0.0
23296224.0,0.12,-0.22,0.26,0.12,-0.24,0.71,0.24,-0.13,0.26,0.0,0.0,0.0
23316388.0,0.13,-0.22,0.26,0.13,-0.24,0.71,0.25,-0.14,0.26,0.0,0.0,0.0
23336632.0,0.13,-0.22,0.26,0.13,-0.24,0.71,0.25,-0.14,0.27,0.0,0.0,0.0
23356980.0,0.13,-0.22,0.27,0.13,-0.24,0.72,0.25,-0.14,0.27,0.0,0.0,0.0
23375524.0,0.14,-0.22,0.27,0.14,-0.23,0.72,0.26,-0.15,0.27,0.0,0.0,0.0
23395496.0,0.14,-0.22,0.27,0.14,-0.23,0.72,0.26,-0.15,0.27,0.0,0.0,0.0
23415860.0,0.14,-0.22,0.27,0.14,-0.23,0.72,0.27,-0.15,0.28,0.0,0.0,0.0
23436232.0,0.15,-0.22,0.27,0.15,-0.23,0.72,0.27,-0.16,0.28,0.0,0.0,0.0
23456688.0,0.15,-0.22,0.27,0.15,-0.23,0.72,0.28,-0.16,0.28,0.0,0.0,0.0
23475712.0,0.15,-0.22,0.27,0.15,-0.23,0.72,0.28,-0.16,0.28,0.0,0.0,0.0
23496056.0,0.16,-0.22,0.27,0.16,-0.23,0.72,0.29,-0.17,0.29,0.0,0.0,0.0
23516476.0,0.16,-0.22,0.28,0.16,-0.23,0.73,0.29,-0.17,0.29,0.0,0.0,0.0
23536744.0,0.16,-0.22,0.28,0.16,-0.23,0.73,0.3,-0.17,0.29,0.0,0.0,0.0
23557088.0,0.17,-0.22,0.28,0.17,-0.23,0.73,0.3,-0.18,0.3,0.0,0.0,0.0
23576100.0,0.17,-0.22,0.28,0.17,-0.23,0.73,0.31,-0.18,0.3,0.0,0.0,0.0
23596480.0,0.18,-0.22,0.28,0.18,-0.23,0.73,0.31,-0.18,0.3,0.0,0.0,0.0
23616920.0,0.18,-0.22,0.28,0.18,-0.23,0.73,0.32,-0.18,0.3,0.0,0.0,0.0
23637252.0,0.18,-0.22,0.28,0.18,-0.23,0.73,0.32,-0.19,0.3,0.0,0.0,0.0
23657600.0,0.19,-0.22,0.28,0.19,-0.23,0.73,0.33,-0.19,0.31,0.0,0.0,0.0
23676684.0,0.19,-0.22,0.28,0.19,-0.23,0.73,0.34,-0.19,0.31,0.0,0.0,0.0
23697228.0,0.19,-0.21,0.28,0.19,-0.22,0.73,0.34,-0.19,0.31,0.0,0.0,0.0
23717692.0,0.2,-0.21,0.28,0.2,-0.22999999999999998,0.73,0.35,-0.19,0.31,0.0,0.0,0.0
23738160.0,0.2,-0.21,0.29,0.2,-0.22999999999999998,0.74,0.35,-0.2,0.31,0.0,0.0,0.0
23758728.0,0.2,-0.21,0.29,0.2,-0.22999999999999998,0.74,0.36,-0.2,0.31,0.0,0.0,0.0
