6832068.0,0.2,0.06,0.16,-0.04,0.0,0.0
6842072.0,0.2,0.06,0.16,-0.04,0.0,0.0
6852060.0,0.2,0.06,0.16,-0.04,0.0,0.0
6860544.0,0.2,0.06,0.15,-0.04,0.0,0.0
6869024.0,0.2,0.06,0.15,-0.04,0.0,0.0
6877700.0,0.2,0.06,0.15,-0.04,0.0,0.0
6887020.0,0.2,0.06,0.15,-0.04,0.0,0.0
6896844.0,0.2,0.06,0.15,-0.04,0.0,0.0
6905580.0,0.2,0.06,0.16,-0.04,0.0,0.0
6914156.0,0.2,0.06,0.16,-0.04,-0.0,0.0
6922584.0,0.2,0.06,0.16,-0.04,-0.0,0.0
6932740.0,0.2,0.06,0.16,-0.04,-0.0,0.0
6942700.0,0.2,0.06,0.16,-0.04,-0.0,0.0
6952692.0,0.2,0.06,0.16,-0.04,-0.0,0.0
6961192.0,0.2,0.06,0.16,-0.04,-0.0,0.0
6969676.0,0.2,0.06,0.16,-0.04,-0.0,0.0
6978192.0,0.2,0.06,0.16,-0.04,-0.0,0.0
6987512.0,0.2,0.06,0.16,-0.04,-0.0,0.0
6997400.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7005896.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7014448.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7023588.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7034588.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7045228.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7055004.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7063488.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7072420.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7082356.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7092384.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7102332.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7110800.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7119276.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7128340.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7137868.0,0.2,0.06,0.15,-0.04,-0.0,0.0
7147912.0,0.2,0.06,0.15,-0.04,-0.0,0.0
7156400.0,0.2,0.06,0.15,-0.04,-0.0,0.0
7165112.0,0.2,0.06,0.15,-0.04,-0.0,0.0
7175120.0,0.2,0.06,0.15,-0.04,-0.0,0.0
7185348.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7195568.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7205320.0,0.2,0.06,0.16,-0.04,-0.0,0.0
7213808.0,0.2,0.06,0.16,0.03,0.0,0.45
7222292.0,0.2,0.06,0.16,0.03,0.0,0.45
7230768.0,0.2,0.06,0.16,0.03,0.0,0.45
7239900.0,0.2,0.06,0.16,0.03,0.0,0.45
7249400.0,0.21,0.06,0.16,0.03,0.0,0.45
7258048.0,0.21,0.06,0.16,0.03,0.0,0.45
7266520.0,0.21,0.06,0.16,0.03,0.0,0.45
7276280.0,0.21,0.06,0.16,0.03,0.0,0.45
7286216.0,0.21,0.06,0.16,0.03,0.0,0.45
7296128.0,0.21,0.06,0.16,0.03,0.0,0.45
7305632.0,0.21,0.06,0.16,0.03,0.0,0.45
7314112.0,0.21,0.06,0.16,0.03,0.0,0.45
7322592.0,0.21,0.06,0.16,0.03,0.0,0.45
7331056.0,0.21,0.06,0.16,0.03,0.0,0.45
7340384.0,0.21,0.06,0.16,0.03,0.0,0.45
7350084.0,0.21,0.06,0.16,0.03,0.0,0.45
7358748.0,0.21,0.06,0.16,0.03,0.0,0.45
7367216.0,0.21,0.06,0.16,0.03,0.0,0.45
7377140.0,0.21,0.06,0.16,0.03,0.0,0.45
7387048.0,0.21,0.06,0.16,0.03,0.0,0.45
7396944.0,0.21,0.06,0.16,0.03,0.0,0.45
7406216.0,0.21,0.06,0.16,0.03,0.0,0.45
7414944.0,0.21,0.06,0.16,0.03,0.0,0.45
7423412.0,0.21,0.06,0.16,0.03,0.0,0.45
7431892.0,0.21,0.06,0.16,0.03,0.0,0.45
7441236.0,0.21,0.06,0.16,0.03,0.0,0.45
7450876.0,0.21,0.06,0.16,0.03,0.0,0.45
7459600.0,0.21,0.06,0.16,0.03,0.0,0.45
7468096.0,0.21,0.06,0.16,0.03,0.0,0.45
7478040.0,0.21,0.06,0.16,0.03,0.0,0.45
7488000.0,0.21,0.06,0.16,0.03,0.0,0.45
7497944.0,0.21,0.06,0.16,0.03,0.0,0.45
